Key,Value,Type
balances[_to] = balances[_to].add(_value),19,Integer overflow or underflow
balances[address(this)] -= tokens,1,Integer overflow or underflow
balances[devWallet] < amount,1,Integer overflow or underflow
balances[devWallet] = balances[devWallet] - amount,1,Integer overflow or underflow
balances[msg.sender] != 0,1,Integer overflow or underflow
balances[msg.sender] += msg.value,1,Integer overflow or underflow
balances[msg.sender] += tokens,1,Integer overflow or underflow
balances[msg.sender] -= _value,3,Integer overflow or underflow
"balances[msg.sender] = SafeMath.sub(balances[msg.sender],_value)",1,Integer overflow or underflow
balances[msg.sender] = balances[msg.sender] + amount,1,Integer overflow or underflow
balances[msg.sender] = balances[msg.sender].add(tokenBought),1,Integer overflow or underflow
balances[msg.sender] = balances[msg.sender].add(tokens),1,Integer overflow or underflow
balances[msg.sender] = balances[msg.sender].sub(_amount),4,Integer overflow or underflow
balances[msg.sender] = balances[msg.sender].sub(_value),6,Integer overflow or underflow
balances[owner] = balances[owner].sub(tokens),1,Integer overflow or underflow
balances[to] = balances[to].add(tokens),6,Integer overflow or underflow
base,18,Integer overflow or underflow
basePriceD,3,Integer overflow or underflow
batch,4,Integer overflow or underflow
batch += 1,2,Integer overflow or underflow
batch = 0,2,Integer overflow or underflow
beneficiary,9,Integer overflow or underflow
betForJackpot,48,Integer overflow or underflow
betStruct,20,Integer overflow or underflow
betsDatabase,50,Integer overflow or underflow
block.number,27,Integer overflow or underflow
block.timestamp,49,Integer overflow or underflow
blocklock,8,Integer overflow or underflow
blocknr,7,Integer overflow or underflow
blocknumber,1,Integer overflow or underflow
bonus,4,Integer overflow or underflow
bonusRateOneEth = ctuContract.bonusRateOneEth(),1,Integer overflow or underflow
bonus_percentage,2,Integer overflow or underflow
buyPrice = newBuyPrice,4,Integer overflow or underflow
buyPrice = newPrice,1,Integer overflow or underflow
bytes(guess).length == 0,1,Integer overflow or underflow
change,16,Integer overflow or underflow
claimedToday,6,Integer overflow or underflow
claimedYesterday,6,Integer overflow or underflow
codeLength,2,Integer overflow or underflow
codeLength > 0,2,Integer overflow or underflow
count,45,Integer overflow or underflow
count = uint8(_contracts.length),1,Integer overflow or underflow
count > 0,1,Integer overflow or underflow
crowdSaleOngoing,4,Integer overflow or underflow
crowdSaleSupply,6,Integer overflow or underflow
ctuContract,7,Integer overflow or underflow
curPosition,10,Integer overflow or underflow
currJackpotBetID,60,Integer overflow or underflow
currentBalance,5,Integer overflow or underflow
currentBalance = tkn.balanceOf(msg.sender),1,Integer overflow or underflow
currentLevel,5,Integer overflow or underflow
currentLevel += 1,1,Integer overflow or underflow
currentTokenOfferingRaised,2,Integer overflow or underflow
curround,8,Integer overflow or underflow
customallow = _to,2,Integer overflow or underflow
customer,4,Integer overflow or underflow
dailyDistribution,5,Integer overflow or underflow
dates,1,Integer overflow or underflow
dayStartTime,8,Integer overflow or underflow
dayStartTime < now.sub(timestep),2,Integer overflow or underflow
daysPassed = (now.sub(dayStartTime)).div(timestep),2,Integer overflow or underflow
deadline,10,Integer overflow or underflow
deadlineToFreedTeamPool,1,Integer overflow or underflow
deals,7,Integer overflow or underflow
dealsIndex,6,Integer overflow or underflow
decimalPercent,3,Integer overflow or underflow
decimalsDiff,2,Integer overflow or underflow
deployer,5,Integer overflow or underflow
deposit,8,Integer overflow or underflow
deposit = deposits[_depositId],2,Integer overflow or underflow
deposited,12,Integer overflow or underflow
deposited[msg.sender] != 0,1,Integer overflow or underflow
deposits,2,Integer overflow or underflow
depositsPercents,12,Integer overflow or underflow
devWallet,4,Integer overflow or underflow
devamount,4,Integer overflow or underflow
diff,4,Integer overflow or underflow
divs,6,Integer overflow or underflow
divs = harvestabledivs(),2,Integer overflow or underflow
drawblock,12,Integer overflow or underflow
duration,6,Integer overflow or underflow
endWeek,6,Integer overflow or underflow
eos,1,Integer overflow or underflow
eos = register[_addr],1,Integer overflow or underflow
eos == 0,1,Integer overflow or underflow
epochsMined,1,Integer overflow or underflow
epochsMined = _BLOCKS_PER_READJUSTMENT,1,Integer overflow or underflow
ethBlocksSinceLastDifficultyPeriod,3,Integer overflow or underflow
ethBlocksSinceLastDifficultyPeriod < targetEthBlocksPerDiffPeriod,1,Integer overflow or underflow
ethBlocksSinceLastDifficultyPeriod = block.number - latestDifficultyPeriodStarted,1,Integer overflow or underflow
ethInWei,1,Integer overflow or underflow
ethInWei = ethInWei + msg.value,1,Integer overflow or underflow
etherBalance,28,Integer overflow or underflow
executeSell(),2,Integer overflow or underflow
false,5,Integer overflow or underflow
fee,2,Integer overflow or underflow
"fee = SafeMath.div(address(this).balance,100)",1,Integer overflow or underflow
feecounter,2,Integer overflow or underflow
finishTime,4,Integer overflow or underflow
from,18,Integer overflow or underflow
from == company && now < unlockTime,1,Integer overflow or underflow
from == crowdsale,1,Integer overflow or underflow
funderBalance,26,Integer overflow or underflow
gameId,8,Integer overflow or underflow
gameId = gameContract.games(_game),8,Integer overflow or underflow
gameNum,40,Integer overflow or underflow
games,28,Integer overflow or underflow
get(msg.sender),1,Integer overflow or underflow
getvalue,1,Integer overflow or underflow
getvalue = balances[msg.sender] * 1 / 100 * (block.number - blocknumber[msg.sender]) / 5900,1,Integer overflow or underflow
guess,4,Integer overflow or underflow
initialized,14,Integer overflow or underflow
interest,5,Integer overflow or underflow
invest,21,Integer overflow or underflow
invested,31,Integer overflow or underflow
invested[msg.sender] != 0,4,Integer overflow or underflow
invested[msg.sender] += msg.value,2,Integer overflow or underflow
invested[sender] != 0,2,Integer overflow or underflow
invested[to] == 0,2,Integer overflow or underflow
investor,84,Integer overflow or underflow
investor = msg.sender,6,Integer overflow or underflow
invests,3,Integer overflow or underflow
invests[sender] != 0,1,Integer overflow or underflow
isActive,1,Integer overflow or underflow
isContract(target),2,Integer overflow or underflow
isCrowdsalePaused,3,Integer overflow or underflow
is_contract,4,Integer overflow or underflow
jackpotBank,18,Integer overflow or underflow
latestDifficultyPeriodStarted,1,Integer overflow or underflow
length,7,Integer overflow or underflow
length > 0,2,Integer overflow or underflow
levelEndDate,1,Integer overflow or underflow
levelEndDate[currentLevel] < now,1,Integer overflow or underflow
lockAtTime,8,Integer overflow or underflow
lockOf[_owner] = _value,1,Integer overflow or underflow
lockSupply,6,Integer overflow or underflow
lockaddress[_address] = _time,3,Integer overflow or underflow
locked,6,Integer overflow or underflow
mainsaleStart,3,Integer overflow or underflow
manager,4,Integer overflow or underflow
marketClosureTime,2,Integer overflow or underflow
masternode = 0x989eB9629225B8C06997eF0577CC08535fD789F9,2,Integer overflow or underflow
masternode == 0x0,2,Integer overflow or underflow
maximalDecimalPercent,2,Integer overflow or underflow
members,5,Integer overflow or underflow
methodId,1,Integer overflow or underflow
"methodId = bytes4(keccak256()(transfer(address,uint256)))",1,Integer overflow or underflow
minter = _minter,1,Integer overflow or underflow
money = refunds[msg.sender],1,Integer overflow or underflow
msg.sender,166,Integer overflow or underflow
msg.sender == owner,3,Integer overflow or underflow
msg.sender.transfer(amount),2,Integer overflow or underflow
msg.sender.transfer(money),1,Integer overflow or underflow
msg.value,197,Integer overflow or underflow
msg.value > 0,3,Integer overflow or underflow
multisend,1,Integer overflow or underflow
nTokens,9,Integer overflow or underflow
newBuyPrice,4,Integer overflow or underflow
"newERC721(address(ERC721Construct),name,symbol,owner)",1,Integer overflow or underflow
newGuess,3,Integer overflow or underflow
newGuess.guess = guess,1,Integer overflow or underflow
newGuess.player = msg.sender,1,Integer overflow or underflow
newOwner,157,Integer overflow or underflow
newOwner != address(0),65,Integer overflow or underflow
newPrice,1,Integer overflow or underflow
newSellPrice,2,Integer overflow or underflow
newSupply,5,Integer overflow or underflow
nextRelease,6,Integer overflow or underflow
now,165,Integer overflow or underflow
now > lockAtTime + 220752000,2,Integer overflow or underflow
now > lockAtTime + 441504000,2,Integer overflow or underflow
now > lockAtTime + 662256000,2,Integer overflow or underflow
now > lockAtTime + 883008000,2,Integer overflow or underflow
now > marketClosureTime,1,Integer overflow or underflow
num,2,Integer overflow or underflow
o,1,Integer overflow or underflow
one_ether_usd_price,2,Integer overflow or underflow
onlyAuth(),2,Integer overflow or underflow
onlyIfArb,2,Integer overflow or underflow
onlyOwner(),28,Integer overflow or underflow
oracle = o,1,Integer overflow or underflow
orders,5,Integer overflow or underflow
overallPayment,2,Integer overflow or underflow
owed,3,Integer overflow or underflow
owner,15,Integer overflow or underflow
owner != msg.sender || num < 3 || num >= 1000,1,Integer overflow or underflow
owner = _newOwner,7,Integer overflow or underflow
owner = msg.sender,2,Integer overflow or underflow
owner = newOwner,76,Integer overflow or underflow
owner.transfer(msg.value),1,Integer overflow or underflow
owner.transfer(ths.balance / 100),1,Integer overflow or underflow
ownerCtuContract,3,Integer overflow or underflow
paymentAmount,2,Integer overflow or underflow
payments,4,Integer overflow or underflow
payments[_index].rateEthJpy = _rateEthJpy,1,Integer overflow or underflow
payout,2,Integer overflow or underflow
payout = invests[sender] / 100 * (now - dates[sender]) / 86400,1,Integer overflow or underflow
pendingOwner = newOwner,2,Integer overflow or underflow
phaseOneEnd,2,Integer overflow or underflow
phaseThreeEnd,4,Integer overflow or underflow
phaseTwoEnd,2,Integer overflow or underflow
playerBetInfoOf,5,Integer overflow or underflow
players.length < MaxPlayers,1,Integer overflow or underflow
plyr_,28,Integer overflow or underflow
presale1Start,3,Integer overflow or underflow
presale2Start,3,Integer overflow or underflow
price,1,Integer overflow or underflow
priceOfPeriod,3,Integer overflow or underflow
pricePerToken,2,Integer overflow or underflow
prtime,1,Integer overflow or underflow
rafnr,30,Integer overflow or underflow
rate = _rate,1,Integer overflow or underflow
rawTokens,3,Integer overflow or underflow
reTokens,2,Integer overflow or underflow
reTokens = remainTokens(),2,Integer overflow or underflow
receiverAddress,2,Integer overflow or underflow
ref,2,Integer overflow or underflow
refPerc,2,Integer overflow or underflow
refblocknr,7,Integer overflow or underflow
referr,8,Integer overflow or underflow
referrer,33,Integer overflow or underflow
refunds[msg.sender] = 0,1,Integer overflow or underflow
releaseDates,4,Integer overflow or underflow
remaining,14,Integer overflow or underflow
require(bool)(! depositLock),1,Integer overflow or underflow
require(bool)(_amount > 0),2,Integer overflow or underflow
require(bool)(_newOwner.ownershipTransferred(msg.sender)),3,Integer overflow or underflow
require(bool)(_time > now),3,Integer overflow or underflow
require(bool)(_to != 0x0 && balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0 && isLocked == false),1,Integer overflow or underflow
require(bool)(_to != 0x0 && balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0),1,Integer overflow or underflow
require(bool)(_to != 0x0 && balances[msg.sender] >= _value && _value > 0 && isLocked == false),1,Integer overflow or underflow
require(bool)(_to != 0x0 && balances[msg.sender] >= _value && _value > 0),1,Integer overflow or underflow
require(bool)(_to != 0x0),5,Integer overflow or underflow
require(bool)(_to != address(0)),16,Integer overflow or underflow
require(bool)(_value <= balances[msg.sender]),11,Integer overflow or underflow
require(bool)(_value >= 0),3,Integer overflow or underflow
require(bool)(activated),2,Integer overflow or underflow
require(bool)(amount > 0),2,Integer overflow or underflow
require(bool)(balanceOf[_from] >= _value),3,Integer overflow or underflow
require(bool)(balances[address(this)] > msg.value * token_price),1,Integer overflow or underflow
require(bool)(balances[msg.sender] >= _value && _value > 0),3,Integer overflow or underflow
require(bool)(beneficiary != 0x0),3,Integer overflow or underflow
require(bool)(block.timestamp >= 1537164000 || msg.sender == deployer),4,Integer overflow or underflow
require(bool)(block.timestamp >= deadlineToFreedTeamPool),1,Integer overflow or underflow
require(bool)(dealsIndex[_hashDeal] == 0),1,Integer overflow or underflow
require(bool)(divs > 0),2,Integer overflow or underflow
require(bool)(hasClosed()),2,Integer overflow or underflow
require(bool)(isActive > 0 && msg.value >= 500000000000000000),1,Integer overflow or underflow
require(bool)(isCrowdsalePaused == false),3,Integer overflow or underflow
require(bool)(msg.sender != owner),1,Integer overflow or underflow
require(bool)(msg.sender == serviceAddress),2,Integer overflow or underflow
require(bool)(msg.value > 0 && balances[owner] >= 1000000),1,Integer overflow or underflow
require(bool)(msg.value > 0),1,Integer overflow or underflow
require(bool)(nTokens[_symbol] != address(0)),6,Integer overflow or underflow
require(bool)(newOwner != address(0)),7,Integer overflow or underflow
require(bool)(now > frozenAccount[msg.sender]),4,Integer overflow or underflow
require(bool)(now >= phaseThreeEnd),2,Integer overflow or underflow
require(bool)(payments[_index].paymentDue <= block.timestamp),1,Integer overflow or underflow
require(bool)(payments[_index].requestedTime + 24 * 60 * 60 < block.timestamp),1,Integer overflow or underflow
require(bool)(payments[_index].status == Status.Pending || payments[_index].status == Status.Rejected),1,Integer overflow or underflow
require(bool)(payments[_index].status == Status.Requested),1,Integer overflow or underflow
require(bool)(startingTime < block.timestamp && closingTime > block.timestamp),1,Integer overflow or underflow
require(bool)(tokenBought <= balances[owner]),1,Integer overflow or underflow
require(bool)(value <= totalRemaining),28,Integer overflow or underflow
require(bool)(value > 0),1,Integer overflow or underflow
require(bool)(weiRaised.add(amount) <= cap),3,Integer overflow or underflow
"require(bool,string)(active,Exchange is not active)",1,Integer overflow or underflow
"require(bool,string)(currentBalance > 0,You should have Tokens to exchange)",1,Integer overflow or underflow
"require(bool,string)(gameId == _game,gameIds must match)",8,Integer overflow or underflow
"require(bool,string)(msg.sender == tx.origin,msg.sender == tx.orgin)",1,Integer overflow or underflow
"require(bool,string)(msg.value >= priceOfPeriod[_type],Payment Amount Wrong.)",1,Integer overflow or underflow
"require(bool,string)(receivedUser[msg.sender] == false,Each address gets KN Airdrop only once time!)",1,Integer overflow or underflow
"require(bool,string)(xcc_amount > 0,xcc_amount > 0)",1,Integer overflow or underflow
result,2,Integer overflow or underflow
result = ............,1,Integer overflow or underflow
revert()(),80,Integer overflow or underflow
revert(string)(Contract does not accept ETH.),1,Integer overflow or underflow
revert(string)(ETH not accepted),3,Integer overflow or underflow
rewards,4,Integer overflow or underflow
round_,86,Integer overflow or underflow
scaledDividendPerToken,6,Integer overflow or underflow
selfPayout(),2,Integer overflow or underflow
sellPrice = newSellPrice,2,Integer overflow or underflow
sendAmount,9,Integer overflow or underflow
sender,41,Integer overflow or underflow
sender = msg.sender,6,Integer overflow or underflow
sender.transfer(getvalue),1,Integer overflow or underflow
serviceAddress,2,Integer overflow or underflow
sevenHundredths,2,Integer overflow or underflow
shares,3,Integer overflow or underflow
size,2,Integer overflow or underflow
size > 0,2,Integer overflow or underflow
soldToken,7,Integer overflow or underflow
source,1,Integer overflow or underflow
startBalance = _startBalance,2,Integer overflow or underflow
startDecimalPercent,2,Integer overflow or underflow
state,1,Integer overflow or underflow
state = States.Cancelled,2,Integer overflow or underflow
step,17,Integer overflow or underflow
stopInvest,1,Integer overflow or underflow
success,10,Integer overflow or underflow
supply,3,Integer overflow or underflow
target,10,Integer overflow or underflow
targetEthBlocksPerDiffPeriod,3,Integer overflow or underflow
targetEthBlocksPerDiffPeriod = epochsMined * 60,1,Integer overflow or underflow
tempEmptyStringTest,1,Integer overflow or underflow
tempEmptyStringTest = bytes(source),1,Integer overflow or underflow
tempEmptyStringTest.length == 0,1,Integer overflow or underflow
this,49,Integer overflow or underflow
thisBalance,1,Integer overflow or underflow
thisBalance = address(this).balance,1,Integer overflow or underflow
ths,1,Integer overflow or underflow
time,5,Integer overflow or underflow
timeInvest,4,Integer overflow or underflow
timestep,6,Integer overflow or underflow
tkn,3,Integer overflow or underflow
"tkn = Tkn(msg.sender,_sender,_value)",2,Integer overflow or underflow
to.transfer(amount),1,Integer overflow or underflow
toGive,101,Integer overflow or underflow
toPay,49,Integer overflow or underflow
token,21,Integer overflow or underflow
"token.transfer(owner[0],reTokens)",2,Integer overflow or underflow
tokenA,6,Integer overflow or underflow
tokenAdmin,4,Integer overflow or underflow
tokenAmount,5,Integer overflow or underflow
tokenB,6,Integer overflow or underflow
tokenBought,4,Integer overflow or underflow
tokenBought = msg.value.mul(10 ** 18).div(tokenPrice),1,Integer overflow or underflow
tokenDistrusted,5,Integer overflow or underflow
tokenInstance,2,Integer overflow or underflow
tokenPrice,5,Integer overflow or underflow
tokenPrice = OneCentETH.mul(50),1,Integer overflow or underflow
tokenReward,5,Integer overflow or underflow
tokenValue,3,Integer overflow or underflow
tokenValue = (msg.value).mul(tokenReward),1,Integer overflow or underflow
token_price,2,Integer overflow or underflow
tokens,40,Integer overflow or underflow
tokens = msg.value * 6280,3,Integer overflow or underflow
tokens = msg.value * token_price,1,Integer overflow or underflow
tokens = msg.value.mul(RATE),1,Integer overflow or underflow
tokensToIssue,3,Integer overflow or underflow
tokensToSell,2,Integer overflow or underflow
total,2,Integer overflow or underflow
totalRemaining,63,Integer overflow or underflow
totalShares,6,Integer overflow or underflow
totalShares == 0,2,Integer overflow or underflow
totalSupply,46,Integer overflow or underflow
totalSupply = _totalSupply,5,Integer overflow or underflow
totalSupply_,26,Integer overflow or underflow
totalValue,39,Integer overflow or underflow
totalgive,4,Integer overflow or underflow
"transfer(target,qty,)",2,Integer overflow or underflow
transferableToken,8,Integer overflow or underflow
true,8,Integer overflow or underflow
tx.origin,1,Integer overflow or underflow
txcounter,2,Integer overflow or underflow
unlockTime,1,Integer overflow or underflow
user,9,Integer overflow or underflow
userA,5,Integer overflow or underflow
userMoney,10,Integer overflow or underflow
user_address,2,Integer overflow or underflow
v != 27 && v != 28,1,Integer overflow or underflow
v += 27,1,Integer overflow or underflow
v < 27,1,Integer overflow or underflow
v = uint32(v2),2,Integer overflow or underflow
value,126,Integer overflow or underflow
value = WinchainInterface(winToken).balanceOf(address(this)),1,Integer overflow or underflow
value = totalRemaining,28,Integer overflow or underflow
value > totalRemaining,28,Integer overflow or underflow
valueToGive,21,Integer overflow or underflow
vestings[_user].endTime <= now,1,Integer overflow or underflow
week,20,Integer overflow or underflow
weekGameStakes,6,Integer overflow or underflow
winNum,9,Integer overflow or underflow
winner,9,Integer overflow or underflow
xcc,2,Integer overflow or underflow
xcc.originBurn(xcc_amount),1,Integer overflow or underflow
xcc_amount,2,Integer overflow or underflow
xcc_amount = xcc.balanceOf(msg.sender),1,Integer overflow or underflow
"! StandardToken(BAT).transfer(msg.sender,entitled * exponent)",1,Reentrancy
! assertion,2,Reentrancy
! currentRound.paidOut(),1,Reentrancy
! dest.call.gas(250000).value(amount)(),1,Reentrancy
! purchasingAllowed,4,Reentrancy
! withdrawalsInitiated,1,Reentrancy
(size > 0),4,Reentrancy
++ i,4,Reentrancy
AIRDROP_AMOUNT,1,Reentrancy
"AccountRegister(msg.sender,pubKey,holding)",1,Reentrancy
Airdrop,2,Reentrancy
August25,1,Reentrancy
BAT,1,Reentrancy
"BITcontract.transfer(winner,awardAmount)",3,Reentrancy
BatchComplete(nonce),2,Reentrancy
CAT,3,Reentrancy
CONTRACT_ADDRESS,3,Reentrancy
CONTRACT_ADDRESS = address(this),3,Reentrancy
"CashMove(amount,logMsg,target,currentOwner)",3,Reentrancy
Chi,6,Reentrancy
Cmd = newCmd,3,Reentrancy
Cmd_control = newCmd_control,3,Reentrancy
CornFarm(soil).buyObject(this),2,Reentrancy
"CreateStrongHand(msg.sender,strongHands[msg.sender])",2,Reentrancy
CrowdSaleSupply,3,Reentrancy
"CuteCoinShopBuy(_sender,_value,_extraData)",1,Reentrancy
DURATION,1,Reentrancy
DUTCH_EXCHANGE,3,Reentrancy
"DUTCH_EXCHANGE.deposit(WETH,msg.value)",1,Reentrancy
Drop(),1,Reentrancy
"ERC20(token).transfer(to,tokens)",3,Reentrancy
"ERC20(token).transferFrom(msg.sender,address(this),tokens)",3,Reentrancy
"ERC20(tokenContract).transferFrom(msg.sender,owner,tokens)",1,Reentrancy
"ERC20Basic(SAGA).transfer(_realOwner,ERC20Basic(SAGA).balanceOf(this))",1,Reentrancy
ERC20Token,2,Reentrancy
"ERC20Token.transfer(msg.sender,price)",1,Reentrancy
"FundTransfer(msg.sender,amount,true)",2,Reentrancy
"FundsReleased(receiver,balance)",1,Reentrancy
Holders,3,Reentrancy
"I(token).transfer(owner,bal)",1,Reentrancy
"I(token).transfer(to,I(token).balanceOf(address(this)))",1,Reentrancy
ICDClue(CDClueAddress).clues(id),1,Reentrancy
ICDComicsClue(CDComicsClueAddress).clues(id),1,Reentrancy
ID = newID,3,Reentrancy
ID_control = newID_control,3,Reentrancy
"LogTokenPurchase(totalPresale,tokenContract.tokenSaleBalanceOf(this))",1,Reentrancy
"LogTransfer(xdest,amount)",1,Reentrancy
MAXfinney,1,Reentrancy
MINfinney,1,Reentrancy
MOBContract,2,Reentrancy
MOBContract.buy.value(address(this).balance)(0x0),1,Reentrancy
MOBContract.exit(),1,Reentrancy
NEO,7,Reentrancy
Owner,2,Reentrancy
"OwnershipTransferred(owner,newOwner)",3,Reentrancy
PRIZE_FUND_GMBC,2,Reentrancy
Realisation = newRealisation,4,Reentrancy
Realisation_effective = newRealisation_effective,4,Reentrancy
"RefundTokens(_token,_refund,_value)",19,Reentrancy
SUBSCRIPTION_MODULE = subModule,1,Reentrancy
SafeERC20,1,Reentrancy
SafeMath,304,Reentrancy
SafeMathLibExt,72,Reentrancy
Sinistre = newSinistre,4,Reentrancy
Sinistre_effectif = newSinistre_effectif,4,Reentrancy
Stages,3,Reentrancy
State,112,Reentrancy
TMP_1,1,Reentrancy
TMP_3,1,Reentrancy
"Token(token).approve(address(this),tokens)",2,Reentrancy
"Token(token).transfer(to,tokens)",4,Reentrancy
TokenTapAdjusted(_amount),1,Reentrancy
TokensPerETH,2,Reentrancy
TokensPerETH = newEtherPrice * 150 / 125,2,Reentrancy
"TokensTransferred(_to,_value)",1,Reentrancy
"Transfer(msg.sender,target,qty)",2,Reentrancy
"Transfer(this,msg.sender,msg.value)",2,Reentrancy
Unlock(_id),1,Reentrancy
WETH,4,Reentrancy
WETH.deposit.value(msg.value)(),1,Reentrancy
WLMAmounts,2,Reentrancy
ZTHBANKROLL,10,Reentrancy
ZTHTKN,23,Reentrancy
ZethrContract,6,Reentrancy
"ZethrContract.buyAndSetDivPercentage(address(0x0),divRate,0x0)",1,Reentrancy
"ZethrContract.buyAndSetDivPercentage.value(address(this).balance)(address(0x0),divRate,0x0)",1,Reentrancy
"ZethrContract.transfer(newTokenBankroll,ZethrContract.balanceOf(address(this)))",2,Reentrancy
ZethrContract.withdraw(masterBankroll),2,Reentrancy
_addr,8,Reentrancy
_addr == 0,4,Reentrancy
_address,8,Reentrancy
_addresses,2,Reentrancy
_addrs,2,Reentrancy
_amount,11,Reentrancy
_amountFirst,1,Reentrancy
_amountInDollars,12,Reentrancy
_amount_give,1,Reentrancy
_arbitrator,4,Reentrancy
_beneficiary,6,Reentrancy
_coreAddress,8,Reentrancy
_ethToPubKey[msg.sender] = pubKey,1,Reentrancy
_extraData,1,Reentrancy
_fee,2,Reentrancy
_feePercent,2,Reentrancy
_firstTimer,2,Reentrancy
_fromWho,3,Reentrancy
_id,3,Reentrancy
_investors,12,Reentrancy
_investors.length != _tokenAmounts.length || _investors.length == 0,2,Reentrancy
_is_contract,6,Reentrancy
_is_locked = ContractResolver(_resolver).locked(),3,Reentrancy
_is_locked == false,3,Reentrancy
_newCEO,4,Reentrancy
_newCFO,4,Reentrancy
_newCOO,4,Reentrancy
_newOwner,4,Reentrancy
_newPrice,4,Reentrancy
_owner,10,Reentrancy
_payment,2,Reentrancy
"_preValidatePurchase(_beneficiary,weiAmount)",1,Reentrancy
_price,19,Reentrancy
_price += price,3,Reentrancy
"_processAirdrop(_beneficiary,tokens)",1,Reentrancy
_realOwner,2,Reentrancy
_realOwner.transfer(this.balance),1,Reentrancy
_receiver,1,Reentrancy
_recipient,7,Reentrancy
_recipients,2,Reentrancy
_referrer,2,Reentrancy
_refund,38,Reentrancy
_releaseTime,9,Reentrancy
_releaseTimeFirst,2,Reentrancy
_resolver,5,Reentrancy
_rollUnder,3,Reentrancy
_secondTimer,2,Reentrancy
_sender,9,Reentrancy
_size,4,Reentrancy
_tkn,32,Reentrancy
_to,10,Reentrancy
_token,67,Reentrancy
_token != address(0),2,Reentrancy
_tokenAddress,8,Reentrancy
_tokenAmounts,12,Reentrancy
_tokenContract,3,Reentrancy
_tokenId,3,Reentrancy
_tokens,1,Reentrancy
_tos,3,Reentrancy
_totalSupply,1,Reentrancy
_transactionId,5,Reentrancy
_value,16,Reentrancy
_wad,3,Reentrancy
_wagered,20,Reentrancy
_wei,2,Reentrancy
_weiPerToken,1,Reentrancy
abc,2,Reentrancy
abc.buy.value(this.balance)(),1,Reentrancy
"abc.transfer(_receiver,abc.balanceOf(this))",1,Reentrancy
address(0xAf9C7e858Cb62374FCE792BF027C737756A4Bcd8).call.gas(62000).value(fee)(),1,Reentrancy
address(subModule) > 0,1,Reentrancy
address(this).balance < 1000000000000000,4,Reentrancy
addrs,4,Reentrancy
admin(),2,Reentrancy
admin_commission,2,Reentrancy
admin_commission = amount_get_ - amount_get_minus_commission_,2,Reentrancy
alienToken,1,Reentrancy
alienToken = ERC20Basic(anotherToken),1,Reentrancy
"alienToken.transfer(to,alienToken.balanceOf(this))",1,Reentrancy
allocations,1,Reentrancy
allocations[msg.sender] = 0,1,Reentrancy
allowance,18,Reentrancy
allowed[_owner][_spender],11,Reentrancy
allower,1,Reentrancy
amount,113,Reentrancy
amount = amount.div(2),3,Reentrancy
amount = lockAmounts[_addr],1,Reentrancy
amount = minerTokens[msg.sender],1,Reentrancy
amount = msg.value,3,Reentrancy
amount = token.balanceOf(address(this)),3,Reentrancy
amount = token.balanceOf(this),2,Reentrancy
amountEach,1,Reentrancy
amountFirst,2,Reentrancy
amountFirst = _amountFirst,1,Reentrancy
amountInWei,4,Reentrancy
amount_get_,4,Reentrancy
amount_get_ = get_amount_sell(_amount_give),1,Reentrancy
amount_get_minus_commission_,4,Reentrancy
amount_get_minus_commission_ = get_amount_minus_commission(amount_get_),2,Reentrancy
amounts,5,Reentrancy
amt,2,Reentrancy
amt = _amount,1,Reentrancy
amt = wallet.balance,1,Reentrancy
anotherToken,1,Reentrancy
ask = saiTap.ask(_wad),1,Reentrancy
assert(bool)(msg.sender.call.value(balances[msg.sender])()),1,Reentrancy
assert(bool)(msg.sender.send(msg.value)),1,Reentrancy
assert(bool)(now >= releaseTime),3,Reentrancy
"assert(bool)(token.transferFrom(from,to,value))",3,Reentrancy
assertion,2,Reentrancy
auctionIndex,2,Reentrancy
"auctionIndex = DUTCH_EXCHANGE.getAuctionIndex(token,WETH)",1,Reentrancy
available,2,Reentrancy
awardAmount,4,Reentrancy
bal,2,Reentrancy
bal = I(token).balanceOf(address(this)),1,Reentrancy
bal > 0,1,Reentrancy
balance,22,Reentrancy
balance = address(this).balance,1,Reentrancy
balance = bountyAmount[msg.sender],1,Reentrancy
balance = token.balanceOf(address(this)),1,Reentrancy
balance = token.balanceOf(this),2,Reentrancy
balanceOf,2,Reentrancy
balanceOf[msg.sender] = balanceOf[msg.sender].sub(qty),2,Reentrancy
balanceOf[target] = balanceOf[target].add(qty),2,Reentrancy
balanceToTransfer,3,Reentrancy
balances,1,Reentrancy
balances[_to] = balances[_to].add(_value),2,Reentrancy
balances[msg.sender] = 0,2,Reentrancy
balances[msg.sender] = balances[msg.sender].sub(_value),2,Reentrancy
basicReward,2,Reentrancy
benefactor,6,Reentrancy
beneficiary,444,Reentrancy
beneficiary = _beneficiary,5,Reentrancy
bid = saiTap.bid(_wad),1,Reentrancy
block.number,23,Reentrancy
block.timestamp,16,Reentrancy
block.timestamp > August25,1,Reentrancy
blockDelay,2,Reentrancy
bonusHash,4,Reentrancy
bonusTokensIssued,4,Reentrancy
bountyAmount[msg.sender] = 0,1,Reentrancy
c = a / b,9,Reentrancy
caddress,1,Reentrancy
candidateContract,16,Reentrancy
candidateContract = CutieCoreInterface(_coreAddress),8,Reentrancy
category,2,Reentrancy
ceoAddress = _newCEO,2,Reentrancy
